416,0
415,0
416,0
415,0
415,0
416,0
415,0
416,0
416,0
416,0
417,0
418,0
417,0
418,0
418,0
417,0
418,0
418,0
418,0
418,0
418,0
417,0
418,0
418,0
418,0
417,0
417,0
421,0
418,0
417,0
418,0
416,0
415,0
417,0
414,0
416,0
420,0
416,0
416,0
419,0
416,0
416,0
416,0
415,0
416,0
416,0
413,0
416,0
416,0
414,0
416,0
419,0
414,0
415,0
419,0
416,0
415,0
415,0
416,0
415,0
415,0
415,0
415,0
415,0
415,0
415,0
415,0
415,0
415,0
415,0
415,0
415,0
417,0
414,0
415,0
415,0
415,0
412,0
414,0
415,0
417,0
414,0
416,0
416,0
415,0
418,0
415,0
412,0
414,0
417,0
413,0
414,0
415,0
415,0
413,0
416,0
415,0
413,0
416,0
414,0
415,0
415,0
415,0
415,0
415,0
415,0
413,0
415,0
415,0
415,0
417,0
415,0
415,0
417,0
415,0
414,0
415,0
413,0
413,0
412,0
409,0
407,0
408,0
405,0
406,0
403,0
400,0
400,0
399,0
399,0
396,0
395,0
395,0
393,0
396,0
392,0
392,0
393,0
389,0
387,0
387,0
381,0
382,0
381,0
379,0
383,0
377,0
378,0
380,0
377,0
379,0
381,0
380,0
381,0
384,0
384,0
383,0
388,0
390,0
393,0
392,0
395,0
398,0
399,0
400,0
398,0
401,0
406,0
404,0
404,0
404,0
403,0
406,0
406,0
408,0
406,0
406,0
406,0
406,0
404,0
402,0
400,0
398,0
397,0
393,0
391,0
391,0
387,0
388,0
383,0
385,0
380,0
379,0
379,0
378,0
377,0
378,0
377,0
378,0
377,0
375,0
376,0
374,0
376,0
375,0
379,0
376,0
378,0
376,0
375,0
378,0
377,0
375,0
378,0
375,0
379,0
380,0
384,0
382,0
382,0
384,0
385,0
386,0
390,0
391,0
393,0
393,0
397,0
400,0
401,0
404,0
403,0
409,0
408,0
410,0
412,0
412,0
413,0
415,0
413,0
415,0
415,0
413,0
415,0
415,0
415,0
415,0
415,0
416,0
415,0
416,0
416,0
415,0
416,0
416,0
419,0
416,0
419,0
416,0
420,0
416,0
417,0
414,0
418,0
416,0
416,0
418,0
417,0
417,0
417,0
417,0
417,0
418,0
417,0
421,0
418,0
418,0
415,0
418,0
418,0
415,0
418,0
418,0
418,0
418,0
419,0
417,0
418,0
418,0
417,0
418,0
418,0
417,0
418,0
419,0
418,0
417,0
420,0
418,0
419,0
418,0
418,1
419,1
417,1
418,1
419,1
418,1
419,1
417,1
418,1
418,1
417,1
418,1
418,1
418,1
415,1
418,1
417,1
416,1
419,1
417,1
418,1
419,1
417,1
419,1
418,1
417,1
414,1
418,1
417,1
416,1
417,1
418,1
419,1
418,1
420,1
418,1
417,1
418,1
417,1
418,1
417,1
416,1
418,1
417,1
416,1
415,1
424,1
417,1
420,1
409,1
416,1
416,1
416,1
415,1
416,1
418,1
417,1
416,1
415,1
422,1
417,1
417,1
416,1
420,1
412,1
417,1
418,1
408,1
416,1
416,1
418,1
417,1
417,1
420,1
412,1
418,1
416,1
417,1
418,1
418,1
420,1
419,1
419,1
420,1
420,1
416,1
419,1
419,1
419,1
419,1
417,1
419,1
419,1
417,1
419,1
419,1
419,1
426,1
418,1
418,1
418,1
418,1
418,1
417,1
421,1
418,1
416,1
419,1
416,1
416,1
