416,1
416,1
416,1
416,1
419,1
414,1
415,1
415,1
415,1
415,1
415,1
415,1
415,1
414,1
413,1
414,1
412,1
411,1
412,1
410,1
409,1
409,1
406,1
403,1
401,1
401,1
400,1
397,1
397,1
395,1
395,1
394,1
393,1
393,1
393,1
393,1
393,1
393,1
393,1
393,1
393,1
394,1
394,1
395,1
396,1
398,1
398,1
399,1
400,1
401,1
402,1
403,1
405,1
404,1
406,1
408,1
408,1
410,1
411,1
412,1
411,1
413,1
413,1
413,1
414,1
413,1
415,1
413,1
414,1
412,1
412,1
412,1
410,1
408,1
409,1
404,1
403,1
401,1
400,1
398,1
396,1
393,1
391,1
391,1
388,1
385,1
384,1
385,1
383,1
382,1
382,1
381,1
381,1
382,1
382,1
383,1
382,1
383,1
383,1
386,1
387,1
391,1
391,1
394,1
394,1
396,1
400,1
400,1
402,1
406,1
404,1
407,1
409,1
418,1
410,1
411,1
410,1
411,1
412,1
411,1
411,1
410,1
410,1
408,1
411,1
406,1
403,1
400,1
398,1
393,1
391,1
390,1
386,1
384,1
382,1
381,1
380,1
379,1
379,1
378,1
378,1
378,1
378,1
381,1
378,1
379,1
379,1
378,1
379,1
380,1
381,1
383,1
383,1
386,1
386,1
389,1
391,1
393,1
395,1
396,1
399,1
400,1
401,1
404,1
404,1
406,1
408,1
409,1
410,1
411,1
412,1
412,1
411,1
413,1
413,1
412,1
414,1
413,1
413,1
412,1
413,1
414,1
413,1
411,1
414,1
414,1
415,1
414,1
414,1
415,1
413,1
414,1
415,1
413,1
416,1
416,1
416,1
416,1
419,1
417,1
417,1
417,1
417,1
418,1
417,1
417,1
417,1
418,1
417,1
418,1
418,1
418,1
418,1
418,1
418,1
418,1
418,1
419,1
418,1
418,1
418,1
419,1
419,1
419,1
419,1
419,1
419,1
418,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
419,1
420,1
419,1
418,1
419,1
418,1
418,1
418,1
417,1
417,1
415,1
415,1
416,1
414,1
413,1
411,1
410,1
409,1
407,1
405,1
402,1
400,1
399,1
397,1
395,1
393,1
391,1
390,1
388,1
385,1
385,1
384,1
383,1
381,1
380,1
380,1
379,1
379,1
379,1
379,1
380,1
378,1
379,1
379,1
379,1
379,1
379,1
379,1
378,1
379,1
379,1
380,1
380,1
380,1
382,1
382,1
382,1
383,1
384,1
385,1
385,1
389,1
390,1
392,1
394,1
396,1
399,1
401,1
404,1
405,1
408,1
409,1
411,1
411,1
414,1
414,1
415,1
416,1
417,1
419,1
419,1
419,1
419,1
419,1
420,1
420,1
420,1
420,1
420,1
419,1
420,1
420,1
419,1
419,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
419,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
421,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
420,1
421,1
420,1
420,1
420,1
